Sex,Age,SibSp,Parch,Fare,Embarked,Deck,Title,Pclass_over_1,Survived,e,wt,v,TE
male,27,0,0,13.0,S,Unknown,Mr,1,0,0.29849211633512357,3.3501722332836366,0.0,0
male,51,0,0,8.05,S,Unknown,Mr,0,0,0.30848231142811866,1.4460946068714378,0.0,0
male,33,0,0,7.8958,S,Unknown,Mr,0,0,0.19535752924992308,1.2427879913768576,0.0,0
male,38,1,0,90.0,S,C,Mr,1,1,0.9999922606334393,1.000007739426459,1.000007739426459,0
male,22,0,0,9.35,S,Unknown,Mr,0,0,0.17394616781882213,1.2105748572820259,0.0,0
male,19,0,0,10.5,S,Unknown,Mr,1,1,0.1846565854421783,5.415458092682706,5.415458092682706,0
male,20,0,0,7.25,S,Unknown,Mr,0,0,0.12629666080687177,1.1445532541096932,0.0,0
male,18,0,0,13.0,S,Unknown,Mr,1,0,0.24099418587088417,4.149477699581364,0.0,0
female,21,3,1,25.4667,S,Unknown,Miss,0,0,0.09182546786561253,1.1011099349480817,0.0,0
female,35,1,0,83.475,S,C,Mr,1,1,0.9999907239292172,1.000009276156829,1.000009276156829,0
male,29,0,0,7.775,S,Unknown,Mr,0,0,0.1731342908677826,1.2093862267543836,0.0,0
male,59,0,0,13.5,S,Unknown,Mr,1,0,0.5647527369894189,1.770686416378954,0.0,0
female,5,4,2,31.3875,S,Unknown,Miss,0,1,0.022067950888367122,1.0225659348299445,1.0225659348299445,0
male,24,0,0,10.5,S,Unknown,Mr,1,0,0.21040701175365767,4.752693323598881,0.0,0
female,21,0,0,7.55,S,Unknown,Miss,0,0,0.278472688892122,1.3859489233533486,0.0,0
male,44,1,0,26.0,S,Unknown,Mr,1,0,0.6354860479829525,1.5735986701423632,0.0,0
female,8,0,2,26.25,S,Unknown,Officer,1,1,0.8355231820850878,1.1968548825951812,1.1968548825951812,0
male,19,0,0,10.5,S,Unknown,Mr,1,0,0.1846565854421783,5.415458092682706,0.0,0
male,33,0,0,12.275,S,Unknown,Mr,1,0,0.31718473054924967,3.1527368870133197,0.0,0
female,21,1,0,14.4542,C,Unknown,Miss,0,0,0.16893486845811304,1.203275124952825,0.0,0
female,21,1,0,15.5,Q,Unknown,Miss,0,1,0.04994576176719174,1.0525714846134424,1.0525714846134424,0
male,29,0,0,10.5,S,Unknown,Officer,1,0,0.6608844213838266,1.5131238801273283,0.0,0
male,22,0,0,7.125,S,Unknown,Mr,0,0,0.13152152093079847,1.1514390098321812,0.0,0
male,30,0,0,7.225,C,Unknown,Mr,0,0,0.09904633755790805,1.1099349963120597,0.0,0
male,44,2,0,90.0,Q,C,Officer,1,0,0.9999755782287051,1.0000244223677324,0.0,0
female,25,0,0,7.775,S,Unknown,Miss,0,0,0.3124685420603094,1.4544789019497035,0.0,0
female,24,0,2,14.5,S,Unknown,Mr,1,1,0.19431121889026381,5.146383238760622,5.146383238760622,0
male,37,1,1,52.5542,S,D,Mr,1,1,0.9968471916250807,1.0031627800142362,1.0031627800142362,0
male,54,1,0,26.0,S,Unknown,Officer,1,0,0.9375073047888799,1.0666583555049665,0.0,0
male,33,0,0,7.25,S,Unknown,Mr,0,0,0.18075375666676977,1.2206342209533303,0.0,0
female,29,1,1,10.4625,S,G,Mr,0,0,0.17275831040155842,1.2088365620033228,0.0,0
male,62,0,0,26.55,S,C,Mr,1,0,0.9854824941907674,1.0147313685375545,0.0,0
male,30,1,0,16.1,S,Unknown,Mr,0,0,0.2032094788331655,1.2550350103758536,0.0,0
female,41,0,2,20.2125,S,Unknown,Mr,0,0,0.49427569249760056,1.977361944373725,0.0,0
female,29,0,2,15.2458,C,Unknown,Mr,0,1,0.1487510578107826,1.1747444847663822,1.1747444847663822,0
female,33,0,0,79.2,C,Unknown,Mr,1,1,0.999920272680813,1.0000797336761393,1.0000797336761393,0
female,30,0,0,86.5,S,B,Miss,1,1,0.999998932773135,1.000001067228004,1.000001067228004,0
female,35,0,0,512.3292,C,Unknown,Miss,1,1,1.0,,,0
female,50,0,1,26.0,S,Unknown,Mr,1,1,0.8715956880619711,1.1473209582111876,1.1473209582111876,0
male,33,0,0,7.75,Q,Unknown,Mr,0,0,0.02819988849371115,1.029018198454414,0.0,0
male,3,4,2,31.3875,S,Unknown,Master,0,1,0.03374047577569742,1.0349186475577394,1.0349186475577394,0
male,52,1,1,79.65,S,E,Mr,1,0,0.9998976648584051,1.0001023456151479,0.0,0
male,40,0,0,0.0,S,B,Mr,1,0,0.5877600710984542,1.7013745049593418,0.0,0
female,21,0,0,7.75,Q,Unknown,Miss,0,0,0.046305546222137485,1.0485538591932748,0.0,0
male,36,0,0,10.5,S,Unknown,Mr,1,0,0.28249012476505025,3.5399467532952156,0.0,0
male,16,4,1,39.6875,S,Unknown,Mr,0,0,0.08939491853577042,1.098170897961634,0.0,0
male,25,1,0,7.775,S,Unknown,Mr,0,1,0.05938833155758357,1.0631379915326016,1.0631379915326016,0
female,58,0,1,153.4625,S,C,Mr,1,1,0.9999999998959919,1.0000000001040081,1.0000000001040081,0
female,35,0,0,135.6333,S,C,Miss,1,1,0.9999999986273254,1.0000000013726746,1.0000000013726746,0
male,33,0,0,31.0,S,Unknown,Mr,1,0,0.8815900953527629,1.1343140142697,0.0,0
male,25,0,0,0.0,S,Unknown,Mr,0,1,0.05490729499013767,1.0580972582891377,1.0580972582891377,0
female,41,0,1,19.5,S,Unknown,Mr,1,1,0.6591137155108036,1.5171888802602362,1.5171888802602362,0
male,37,0,1,29.7,C,C,Mr,1,0,0.9233071898128039,1.0830631571305593,0.0,0
female,21,0,0,7.75,Q,Unknown,Miss,0,1,0.046305546222137485,1.0485538591932748,1.0485538591932748,0
female,63,1,0,77.9583,S,D,Officer,1,1,0.9999990473477485,1.000000952653159,1.000000952653159,0
female,45,0,0,7.75,S,Unknown,Miss,0,0,0.46462005881889895,1.8678323991629218,0.0,0
male,33,0,0,0.0,S,Unknown,Mr,1,0,0.07008291732032065,14.268812404446646,0.0,0
male,7,4,1,29.125,Q,Unknown,Master,0,0,0.007579559192189713,1.0076374476789496,0.0,0
female,35,1,1,20.25,S,Unknown,Mr,0,1,0.3790823322446808,1.6105194809725776,1.6105194809725776,0
male,65,0,0,7.75,Q,Unknown,Mr,0,0,0.0759318014927613,1.0821712094577254,0.0,0
male,28,0,0,7.8542,S,Unknown,Mr,0,0,0.17017776119948766,1.2050773686729286,0.0,0
male,16,0,0,9.5,S,Unknown,Mr,0,0,0.15047821482098844,1.177132849853026,0.0,0
male,19,0,0,8.05,S,Unknown,Mr,0,1,0.13609542169017863,1.1575352476501992,1.1575352476501992,0
male,33,0,0,26.0,S,A,Mr,1,0,0.9578507481806093,1.0440039869462452,0.0,0
male,33,0,0,8.6625,C,Unknown,Mr,0,0,0.13041414936280316,1.1499727131797752,0.0,0
male,30,0,0,9.5,S,Unknown,Mr,0,1,0.2183224075876224,1.2792998158151698,1.2792998158151698,0
male,22,0,0,7.8958,S,Unknown,Mr,0,0,0.14512376088341034,1.169759965528318,0.0,0
male,42,0,0,13.0,S,Unknown,Mr,1,1,0.4093688177520314,2.4427849817465432,2.4427849817465432,0
female,22,0,0,7.75,Q,Unknown,Miss,0,1,0.04776339254827355,1.0501591644077755,1.0501591644077755,0
female,26,0,0,78.85,S,Unknown,Miss,1,1,0.9999431175751237,1.0000568856606706,1.0000568856606706,0
female,19,1,0,91.0792,C,B,Mr,1,1,0.9999958198367109,1.0000041801807629,1.0000041801807629,0
male,36,0,0,12.875,C,D,Mr,1,0,0.7514001152812606,1.3308488775326905,0.0,0
female,24,0,0,8.85,S,Unknown,Miss,0,0,0.3403223022593012,1.515891780826995,0.0,0
male,24,0,0,7.8958,S,Unknown,Mr,0,0,0.15338243560018822,1.1811708639767295,0.0,0
male,33,0,0,27.7208,C,Unknown,Mr,1,0,0.7163433337735571,1.3959786499752778,0.0,0
male,23,0,0,7.2292,C,Unknown,Mr,0,0,0.08054710439414353,1.087603296241803,0.0,0
female,2,1,2,151.55,S,C,Miss,1,0,0.9999999946542386,1.0000000053457614,0.0,0
male,33,0,0,30.5,S,C,Mr,1,1,0.9793609016748397,1.02107404766707,1.02107404766707,0
female,50,0,1,247.5208,C,B,Mr,1,1,1.0,,,0
female,21,0,0,7.75,Q,Unknown,Miss,0,1,0.046305546222137485,1.0485538591932748,1.0485538591932748,0
male,33,2,0,23.25,Q,Unknown,Mr,0,1,0.03289991985340758,1.0340191470653386,1.0340191470653386,0
male,19,0,0,0.0,S,Unknown,Mr,0,0,0.04561623622788954,1.0477965342239224,0.0,0
female,21,0,0,12.35,Q,E,Miss,1,1,0.2435232221761543,4.106384561865902,4.106384561865902,0
male,31,0,0,8.05,S,Unknown,Mrs,0,0,0.2799999058836086,1.3888887073372318,0.0,0
male,0,1,2,151.55,S,C,Master,1,1,0.9999999965453388,1.0000000034546612,1.0000000034546612,0
female,21,0,0,110.8833,C,Unknown,Miss,1,1,0.9999989456501085,1.0000010543510032,1.0000010543510032,0
female,17,1,0,108.9,C,C,Mr,1,1,0.9999993014305248,1.0000006985699632,1.0000006985699632,0
male,30,1,0,24.0,C,Unknown,Mr,1,0,0.3119083216773857,3.2060702793121503,0.0,0
female,30,0,0,56.9292,C,E,Miss,1,1,0.9993054286656436,1.0006950540990094,1.0006950540990094,0
female,24,0,0,83.1583,C,C,Miss,1,1,0.9999915270433565,1.000008473028435,1.000008473028435,0
female,18,2,2,262.375,C,B,Miss,1,1,0.9999999999999993,1.0000000000000007,1.0000000000000007,0
female,26,1,1,26.0,S,Unknown,Mr,1,0,0.5164272590616603,1.9363811310366987,0.0,0
male,28,0,0,7.8958,S,Unknown,Mr,0,0,0.1710499238889226,1.2063452659192497,0.0,0
male,43,1,1,26.25,S,Unknown,Mr,1,0,0.4433759313516561,2.2554223837803837,0.0,0
female,26,0,0,7.8542,S,Unknown,Miss,0,1,0.3220554251392019,1.4750468358056101,1.4750468358056101,0
female,24,1,0,26.0,S,Unknown,Mr,1,1,0.6875065095152116,1.4545316824783812,1.4545316824783812,0
male,54,0,0,14.0,S,Unknown,Officer,1,0,0.8806910385444476,1.1354719830608688,0.0,0
female,31,0,2,164.8667,S,C,Miss,1,1,0.9999999999006155,1.0000000000993845,1.0000000000993845,0
female,40,1,1,134.5,C,E,Mr,1,1,0.9999999664872148,1.0000000335127863,1.0000000335127863,0
male,22,0,0,7.25,S,Unknown,Mr,0,0,0.13365143075365832,1.1542698118263472,0.0,0
male,27,0,0,7.8958,S,Unknown,Mr,0,0,0.16648700674292163,1.19974134547363,0.0,0
female,30,0,0,12.35,Q,Unknown,Miss,1,1,0.11397228175918118,8.774063171894369,8.774063171894369,0
female,22,1,1,29.0,S,Unknown,Mr,1,1,0.5938985440037744,1.68378927696722,1.68378927696722,0
male,33,8,2,69.55,S,Unknown,Mr,0,0,0.08268448417982743,1.0901374529851915,0.0,0
female,36,0,0,135.6333,C,C,Miss,1,1,0.9999999975901517,1.0000000024098483,1.0000000024098483,0
male,61,0,0,6.2375,S,Unknown,Mr,0,0,0.3207144372507751,1.472134923569949,0.0,0
female,36,0,0,13.0,S,D,Mr,1,1,0.9310645125152942,1.0740394318095905,1.0740394318095905,0
female,31,1,1,20.525,S,Unknown,Mr,0,1,0.35828603307412027,1.5583266868734111,1.5583266868734111,0
female,16,0,1,57.9792,C,B,Miss,1,1,0.9995411138162018,1.0004590968570028,1.0004590968570028,0
female,21,2,0,23.25,Q,Unknown,Miss,0,1,0.05385598522204815,1.056921551456083,1.056921551456083,0
male,45,0,0,28.5,S,C,Mr,1,0,0.9811778918601307,1.019183175952106,0.0,0
male,38,0,1,153.4625,S,C,Mr,1,0,0.9999999995178608,1.0000000004821392,0.0,0
male,16,2,0,18.0,S,Unknown,Mr,0,0,0.0685625892939364,1.0736094433247678,0.0,0
female,33,1,0,133.65,S,Unknown,Mr,1,1,0.9999999598550021,1.0000000401449995,1.0000000401449995,0
male,33,0,0,7.8958,S,Unknown,Mr,0,0,0.19535752924992308,1.2427879913768576,0.0,0
male,29,1,0,66.6,S,C,Mr,1,0,0.9996678087402645,1.0003323016474384,0.0,0
female,41,0,0,134.5,C,E,Miss,1,1,0.9999999950421405,1.0000000049578595,1.0000000049578595,0
male,45,0,0,8.05,S,Unknown,Mr,0,1,0.2684718631560674,1.3670014174907184,1.3670014174907184,0
male,45,0,0,35.5,S,T,Mr,1,0,0.9898777964794814,1.010225710240717,0.0,0
male,2,1,1,26.0,S,F,Master,1,1,0.7858365090327242,1.2725293219462237,1.2725293219462237,0
female,24,3,2,263.0,S,C,Miss,1,1,0.9999999999999984,1.0000000000000016,1.0000000000000016,0
male,28,0,0,13.0,S,Unknown,Officer,1,0,0.7320626550059887,1.3660032965236009,0.0,0
male,25,0,0,13.0,S,Unknown,Mr,1,0,0.2850508715215692,3.5081457378541363,0.0,0
male,36,0,0,13.0,S,Unknown,Mr,1,0,0.363144813498509,2.7537223796922152,0.0,0
female,24,0,0,13.0,S,F,Miss,1,1,0.8091420866781445,1.235876883014953,1.235876883014953,0
female,40,0,0,13.0,S,Unknown,Miss,1,1,0.6162001942335502,1.6228492125742227,1.6228492125742227,0
female,33,1,0,16.1,S,Unknown,Mr,0,1,0.4047870088999873,1.680070856907711,1.680070856907711,0
male,3,1,1,15.9,S,Unknown,Master,0,1,0.16039057015051683,1.1910299770921702,1.1910299770921702,0
male,42,0,0,8.6625,S,Unknown,Mr,0,0,0.2671318163623626,1.364501860397919,0.0,0
male,23,0,0,9.225,S,Unknown,Mr,0,0,0.17596808157069146,1.2135452251729582,0.0,0
male,31,0,0,35.0,S,C,Mrs,1,0,0.9931368071811626,1.0069106217483947,0.0,0
male,15,1,1,7.2292,C,Unknown,Mr,0,0,0.01043897736292448,1.0105490991703632,0.0,0
male,25,1,0,17.8,S,Unknown,Mr,0,0,0.21804111391121322,1.2788396139365006,0.0,0
male,33,0,0,7.225,C,Unknown,Mr,0,0,0.10810134350445783,1.1212036173809374,0.0,0
male,28,0,0,9.5,S,Unknown,Mr,0,0,0.20742380488440962,1.2617083457246134,0.0,0
female,22,0,1,55.0,S,E,Miss,1,1,0.9985474606803888,1.001454652259214,1.001454652259214,0
female,38,0,0,13.0,S,Unknown,Miss,1,0,0.6007031378496994,1.664715792195858,0.0,0
female,21,0,0,7.8792,Q,Unknown,Miss,0,1,0.04715828017939954,1.0494922495504062,1.0494922495504062,0
female,21,0,0,7.8792,Q,Unknown,Miss,0,1,0.04715828017939954,1.0494922495504062,1.0494922495504062,0
male,40,1,4,27.9,S,Unknown,Mr,0,0,0.07987700581296633,1.086811226670344,0.0,0
male,29,1,0,27.7208,C,Unknown,Mr,1,0,0.43230256541731577,2.3131946927834384,0.0,0
female,45,0,1,14.4542,C,Unknown,Mr,0,0,0.3650611735612347,1.5749548749582443,0.0,0
male,35,0,0,7.05,S,Unknown,Mr,0,0,0.1860586834116181,1.2285898007874563,0.0,0
male,33,1,0,15.5,Q,Unknown,Mr,0,0,0.030462228174677735,1.031419331004843,0.0,0
male,30,0,0,7.25,S,Unknown,Mr,0,0,0.16675087588612944,1.2001212735308457,0.0,0
female,60,1,0,75.25,C,D,Mr,1,1,0.9999823147789036,1.000017685533869,1.000017685533869,0
female,33,0,0,7.2292,C,Unknown,Mr,0,1,0.22680378502577786,1.2933327668104782,1.2933327668104782,0
female,21,0,0,7.75,Q,Unknown,Miss,0,1,0.046305546222137485,1.0485538591932748,1.0485538591932748,0
female,24,0,0,69.3,C,B,Mrs,1,1,0.9999815978856401,1.0000184024530039,1.0000184024530039,0
male,25,1,0,55.4417,C,E,Mr,1,1,0.99271527915024,1.0073381774238386,1.0073381774238386,0
male,18,1,0,6.4958,S,Unknown,Mr,0,0,0.0399386345883648,1.041600085189597,0.0,0
male,19,0,0,8.05,S,Unknown,Mr,0,0,0.13609542169017863,1.1575352476501992,0.0,0
male,22,0,0,135.6333,C,Unknown,Mr,1,0,0.9999999355268164,1.0000000644731877,0.0,0
female,3,3,1,21.075,S,Unknown,Miss,0,0,0.02853367588023816,1.029371760164813,0.0,0
female,33,1,0,82.1708,C,Unknown,Mr,1,1,0.9998505243579036,1.0001494979884042,1.0001494979884042,0
female,22,0,0,7.25,S,Unknown,Miss,0,1,0.2760838421904079,1.3813754385946788,1.3813754385946788,0
male,27,0,2,211.5,C,C,Mr,1,0,0.9999999999994933,1.0000000000005067,0.0,0
male,20,0,0,4.0125,C,Unknown,Mr,0,0,0.0470160588410767,1.049335625513165,0.0,0
male,19,0,0,7.775,S,Unknown,Mr,0,0,0.13137560991380615,1.1512455917807807,0.0,0
female,42,0,0,227.525,C,Unknown,Miss,1,1,0.9999999999999833,1.0000000000000167,1.0000000000000167,0
female,1,0,2,15.7417,C,Unknown,Miss,0,1,0.07176678101128085,1.0773154629064756,1.0773154629064756,0
male,32,0,0,7.925,S,Unknown,Mr,0,0,0.19096254020492684,1.236036709911179,0.0,0
female,35,1,0,52.0,S,Unknown,Mr,1,1,0.9932970160590573,1.0067482171320086,1.0067482171320086,0
male,33,0,0,7.8958,S,Unknown,Mr,0,0,0.19535752924992308,1.2427879913768576,0.0,0
male,18,0,0,73.5,S,Unknown,Mr,1,0,0.9995971342462502,1.0004030281199772,0.0,0
male,1,5,2,46.9,S,Unknown,Master,0,0,0.10063494918894296,1.1118955524213325,0.0,0
female,36,0,0,13.0,S,Unknown,Miss,1,1,0.5850017646792666,1.7093965529287944,1.7093965529287944,0
male,33,0,0,7.7292,Q,Unknown,Mr,0,0,0.02811555691070166,1.028928909306678,0.0,0
female,17,0,0,12.0,C,Unknown,Miss,1,1,0.2653831830897011,3.768136278861325,3.768136278861325,0
male,36,1,2,120.0,S,B,Mr,1,1,0.9999997864844544,1.0000002135155912,1.0000002135155912,0
male,21,0,0,7.7958,S,Unknown,Mr,0,1,0.13934828486838582,1.1619101924953186,1.1619101924953186,0
male,28,2,0,7.925,S,Unknown,Mr,0,0,0.02386068003781094,1.0244439288018181,0.0,0
female,23,1,0,113.275,C,D,Miss,1,1,0.999999793906131,1.0000002060939115,1.0000002060939115,0
female,24,0,2,16.7,S,G,Mr,0,1,0.37197593998523254,1.5922956836661413,1.5922956836661413,0
male,22,0,0,7.7958,S,Unknown,Mr,0,0,0.14329528052917373,1.1672633257088687,0.0,0
female,31,0,0,7.8542,S,Unknown,Miss,0,0,0.35854057622114205,1.5589450601707089,0.0,0
male,46,0,0,26.0,S,Unknown,Mr,1,0,0.8441752376069369,1.1845881701467509,0.0,0
male,23,0,0,10.5,S,Unknown,Officer,1,0,0.61587420480327,1.6237082056707215,0.0,0
female,28,0,0,12.65,S,Unknown,Mr,1,1,0.5023490028289175,1.9906479247865951,1.9906479247865951,0
male,39,0,0,7.925,S,Unknown,Mr,0,1,0.22862790873537397,1.2963912116142937,1.2963912116142937,0
male,26,0,0,8.05,S,Unknown,Mrs,0,0,0.2484119594107018,1.3305161152057838,0.0,0
female,21,1,0,9.825,S,Unknown,Miss,0,0,0.15660197908047746,1.1856798038365572,0.0,0
male,28,1,0,15.85,S,Unknown,Mr,0,0,0.1871783490855353,1.2302821890570341,0.0,0
female,20,0,0,8.6625,S,Unknown,Miss,0,0,0.3058170109146223,1.4405423580280354,0.0,0
male,34,1,0,21.0,S,Unknown,Mr,1,0,0.3751336812415237,2.665716383264894,0.0,0
male,51,0,0,7.75,S,Unknown,Mr,0,0,0.2990821243099703,1.4267006659168653,0.0,0
male,3,1,1,18.75,S,Unknown,Master,1,1,0.22564524608454878,4.431735289585061,4.431735289585061,0
male,21,0,0,7.775,S,Unknown,Mr,0,0,0.13897910028934224,1.161411993989978,0.0,0
female,21,3,1,25.4667,S,Unknown,Miss,0,0,0.09182546786561253,1.1011099349480817,0.0,0
male,33,0,0,7.8958,S,Unknown,Mr,0,0,0.19535752924992308,1.2427879913768576,0.0,0
male,33,0,0,6.8583,Q,Unknown,Mr,0,0,0.024796412250091396,1.0254269083518286,0.0,0
female,33,1,0,90.0,Q,C,Miss,1,1,0.9999698399690872,1.0000301609405677,1.0000301609405677,0
male,33,0,0,0.0,S,Unknown,Mr,1,0,0.07008291732032065,14.268812404446646,0.0,0
male,44,0,0,7.925,S,Unknown,Mr,0,1,0.25856560067491385,1.3487369899619996,1.3487369899619996,0
female,33,0,0,8.05,S,Unknown,Mr,0,0,0.37530915934791426,1.6007918396180525,0.0,0
female,34,1,1,32.5,S,Unknown,Officer,1,1,0.9575509210620421,1.0443308841381267,1.0443308841381267,0
female,18,0,2,13.0,S,Unknown,Miss,1,1,0.13970099874663286,7.158144959390295,7.158144959390295,0
male,30,0,0,13.0,S,Unknown,Mr,1,0,0.3193183956120625,3.131670501109784,0.0,0
female,10,0,2,24.15,S,Unknown,Miss,0,0,0.3950816995107903,1.6531157995902583,0.0,0
male,33,0,0,7.8958,C,Unknown,Mr,0,0,0.11806355059557164,1.1338685465095586,0.0,0
male,21,0,0,7.7333,Q,Unknown,Mr,0,0,0.01921547042356192,1.0195919387430186,0.0,0
male,29,0,0,7.875,S,Unknown,Mrs,0,0,0.26202976923111093,1.3550682104860825,0.0,0
female,28,1,1,14.4,S,Unknown,Mr,0,0,0.1696823950087942,1.204358421390561,0.0,0
male,18,1,1,20.2125,S,Unknown,Mr,0,0,0.12617800113362246,1.144397830790842,0.0,0
male,33,0,0,7.25,S,Unknown,Mr,0,0,0.18075375666676977,1.2206342209533303,0.0,0
female,28,1,0,26.0,S,Unknown,Mr,1,1,0.7147563294882846,1.3990782015402785,1.3990782015402785,0
female,19,0,0,26.0,S,Unknown,Miss,1,1,0.8476729715331861,1.1797002306105149,1.1797002306105149,0
male,33,0,0,7.75,Q,Unknown,Mr,0,0,0.02819988849371115,1.029018198454414,0.0,0
male,32,0,0,8.05,S,E,Mr,0,1,0.44641498222140996,1.8064072687746702,1.8064072687746702,0
male,28,0,0,26.55,S,C,Mr,1,1,0.957378467625903,1.0445190003905034,1.0445190003905034,0
female,33,1,0,16.1,S,Unknown,Mr,0,1,0.4047870088999873,1.680070856907711,1.680070856907711,0
female,42,1,0,26.0,S,Unknown,Mr,1,1,0.7980230155090469,1.2530966909044785,1.2530966909044785,0
male,17,0,0,7.125,S,Unknown,Mr,0,0,0.1140311540132003,1.128707859796347,0.0,0
male,50,1,0,55.9,S,E,Mr,1,0,0.9983263714020663,1.0016764343263649,0.0,0
female,14,1,2,120.0,S,B,Miss,1,1,0.9999998233386301,1.000000176661401,1.000000176661401,0
female,21,2,2,34.375,S,Unknown,Miss,0,0,0.3338669955901921,1.5012017020324602,0.0,0
female,24,2,3,18.75,S,Unknown,Mr,1,1,0.023710122271841383,42.17607942020696,42.17607942020696,0
male,64,1,4,263.0,S,C,Mr,1,0,0.9999999999999993,1.0000000000000007,0.0,0
male,31,0,0,10.5,S,Unknown,Mr,1,0,0.25071907275930916,3.9885278331417653,0.0,0
female,45,1,1,26.25,S,Unknown,Mr,1,1,0.6727823940599089,1.4863646980496839,1.4863646980496839,0
male,20,0,0,9.5,S,Unknown,Mr,0,0,0.1678775116066512,1.2017461538995142,0.0,0
male,25,1,0,7.775,S,Unknown,Mr,0,0,0.05938833155758357,1.0631379915326016,0.0,0
